state,county,trump,clinton
Texas,Hale,6366,2101
Texas,Howard,6637,1770
Texas,Milam,6364,2051
Texas,La Vaca,7347,1170
Texas,Montague,7526,885
Texas,Colorado,6325,1987
Texas,Bee,4744,3444
Texas,Houston,6205,1978
Texas,Lampasas,6385,1483
Texas,Hutchinson,7042,854
Texas,Tyler,6624,1248
Texas,Bosque,6339,1278
Texas,Limestone,5796,1778
Texas,Young,6601,876
Texas,Freestone,6026,1471
Texas,Leon,6391,909
Texas,Gray,6500,701
Texas,Hockley,5809,1260
Texas,Robertson,4668,2203
Texas,Calhoun,4638,2118
Texas,Eastland,6011,776
Texas,Burleson,5316,1491
Texas,De Witt,5519,1163
Texas,Lee,4997,1372
Texas,Gonzales,4587,1571
Texas,Trinity,4737,1154
Texas,Jones,4819,936
Texas,Blanco,4212,1244
Texas,Callahan,4865,569
Texas,Newton,4288,1156
Texas,Jackson,4266,904
Texas,Scurry,4410,733
Texas,Moore,3977,1098
Texas,Falls,3441,1684
Texas,Comanche,4333,789
Texas,Red River,3926,1149
Texas,Willacy,1547,3422
Texas,Clay,4377,536
Texas,Morris,3446,1425
Texas,Andrews,3927,836
Texas,Nolan,3552,1029
Texas,Rains,3968,628
Texas,Sabine,3998,614
Texas,Gaines,3907,597
Texas,Camp,3201,1260
Texas,Frio,1856,2444
Texas,Franklin,3585,665
Texas,Live Oak,3464,742
Texas,Madison,3351,881
Texas,Archer,3786,394
Texas,Brewster,2077,1873
Texas,Marion,2983,1165
Texas,Deaf Smith,2911,1185
Texas,Karnes,2965,1145
Texas,Pecos,2468,1554
Texas,Duval,1316,2783
Texas,Wilbarger,3166,809
Texas,Lamb,3111,771
Texas,Somervell,3206,541
Texas,Runnels,3250,453
Texas,Goliad,2620,973
Texas,Coleman,3177,388
Texas,Hamilton,3060,479
Texas,San Augustine,2622,910
Texas,Dawson,2636,835
Texas,Stephens,3034,348
Texas,Ward,2547,783
Texas,Zavala,694,2636
Texas,Terry,2459,753
Texas,Jack,2973,314
Texas,Dimmit,974,2173
Texas,Reeves,1417,1659
Texas,Zapata,1029,2063
Texas,McCulloch,2552,482
Texas,Ochiltree,2628,274
Texas,Carson,2620,249
Texas,Refugio,1830,1034
Texas,Brooks,613,1937
Texas,Parmer,1915,485
Texas,San Saba,2025,293
Texas,Wheeler,2087,194
Texas,Yoakum,1797,426
Texas,Delta,1836,400
Texas,Mills,1951,243
Texas,Presidio,652,1458
Texas,Swisher,1671,462
Texas,Mitchell,1780,354
Texas,Jim Hogg,430,1635
Texas,Childress,1802,253
Texas,La Salle,872,1129
Texas,Mason,1656,354
Texas,Lynn,1546,403
Texas,Castro,1414,526
Texas,Floyd,1474,435
Texas,Hartley,1730,173
Texas,Kimble,1697,206
Texas,Hansford,1730,171
Texas,Winkler,1403,420
Texas,Bailey,1344,397
Texas,Haskell,1403,314
Texas,Martin,1455,266
Texas,Fisher,1265,403
Texas,Crosby,1181,468
Texas,Hemphill,1462,181
Texas,Real,1382,262
Texas,Dallam,1261,222
Texas,Hardeman,1207,249
Texas,Shackelford,1378,103
Texas,Baylor,1267,191
Texas,Garza,1225,230
Texas,Donley,1225,191
Texas,Kinney,936,458
Texas,Coke,1265,140
Texas,Sutton,1075,313
Texas,Crockett,980,372
Texas,Crane,1049,299
Texas,Knox,1078,247
Texas,Upton,1007,286
Texas,Lipscomb,1159,135
Texas,Jeff Davis,695,422
Texas,Collingsworth,983,145
Texas,Hall,893,164
Texas,Edwards,746,303
Texas,Concho,885,148
Texas,Schleicher,821,208
Texas,Armstrong,924,70
Texas,Oldham,850,78
Texas,Sherman,807,96
Texas,Dickens,755,128
Texas,Reagan,709,167
Texas,Cochran,679,190
Texas,Hudspeth,503,324
Texas,Menard,682,154
Texas,Throckmorton,715,84
Texas,Culberson,280,454
Texas,Irion,660,90
Texas,Briscoe,625,91
Texas,Stonewall,555,135
Texas,Sterling,549,70
Texas,Motley,566,40
Texas,Cottle,506,92
Texas,Glasscock,553,34
Texas,Roberts,524,20
Texas,Foard,383,113
Texas,McMullen,454,40
Texas,Terrell,288,140
Texas,Kent,360,59
Texas,Borden,330,31
Texas,Kenedy,84,99
Texas,King,149,5
Texas,Loving,58,4
Utah,Salt Lake,138043,175863
Utah,Utah,102182,28522
Utah,Davis,62219,28776
Utah,Weber,40235,23131
Utah,Washington,42650,10288
Utah,Cache,21139,8563
Utah,Tooele,11169,4573
Utah,Summit,7333,10503
Utah,Iron,11561,2450
Utah,Box Elder,12230,2282
Utah,Uintah,9810,995
Utah,Wasatch,6115,3063
Utah,Sanpete,6673,1061
Utah,Sevier,6740,695
Utah,Carbon,5275,1717
Utah,Duchesne,5508,500
Utah,San Juan,2645,2042
Utah,Millard,3860,431
Utah,Morgan,3188,577
Utah,Grand,1975,1960
Utah,Emery,3425,380
Utah,Juab,2827,442
Utah,Kane,2265,741
Utah,Beaver,1838,264
Utah,Garfield,1606,358
Utah,Wayne,966,271
Utah,Rich,797,104
Utah,Piute,626,47
Utah,Daggett,331,77
Vermont,Addison,5297,11217
Vermont,Bennington,5925,9539
Vermont,Caledonia,5533,6445
Vermont,Chittenden,18298,54463
Vermont,Essex,1506,1019
Vermont,Franklin,8752,9351
Vermont,Grand Isle,1487,2094
Vermont,Lamoille,3570,7241
Vermont,Orange,4997,7522
Vermont,Orleans,5158,5181
Vermont,Rutland,12471,13629
Vermont,Washington,7993,18594
Vermont,Windham,5462,14340
Vermont,Windsor,8604,17544
Virginia,Fairfax,157710,355133
Virginia,Virginia Beach,98224,91032
Virginia,Prince William,71721,113144
Virginia,Loudoun,69949,100795
Virginia,Chesterfield,85045,81074
Virginia,Henrico,59857,93935
Virginia,Arlington,20186,92016
Virginia,Chesapeake,54047,52627
Virginia,Richmond City,15581,81259
Virginia,Norfolk,21552,57023
Virginia,Newport News,25468,45618
Virginia,Alexandria,13285,57242
Virginia,Stafford,33868,27908
Virginia,Hanover,39630,19382
Virginia,Spotsylvania,34623,24207
Virginia,Hampton,17902,41312
Virginia,Albemarle,19259,33345
Virginia,Roanoke,31408,17200
Virginia,Bedford,30659,9768
Virginia,Portsmouth,12795,28497
Virginia,Suffolk,18006,23280
Virginia,James City,21306,19105
Virginia,Montgomery,19459,20021
Virginia,Frederick,26083,11932
Virginia,Roanoke City,14789,22286
Virginia,Rockingham,25990,9366
Virginia,Fauquier,22127,12971
Virginia,Augusta,26163,8177
Virginia,Lynchburg,17982,14792
Virginia,York,18837,12999
Virginia,Pittsylvania,21554,9199
Virginia,Campbell,19551,6664
Virginia,Franklin,18569,7257
Virginia,Washington,19320,5553
Virginia,Henry,15208,8198
Virginia,Charlottesville,2960,17901
Virginia,Culpeper,13349,7759
Virginia,Isle of Wight,12204,7881
Virginia,Shenandoah,14094,5273
Virginia,Gloucester,13096,5404
Virginia,Danville,7303,11059
Virginia,Botetourt,13375,4494
Virginia,Tazewell,15168,2895
Virginia,Harrisonburg,6262,10212
Virginia,Warren,11773,5169
Virginia,Louisa,10528,6212
Virginia,Orange,10521,5957
Virginia,Halifax,9704,6897
Virginia,Powhatan,11885,4060
Virginia,Prince George,9157,6419
Virginia,Accomack,8583,6740
Virginia,Manassas,5953,8423
Virginia,Amherst,9719,5057
Virginia,Pulaski,10322,4172
Virginia,Wise,12086,2701
Virginia,Mecklenburg,8288,6285
Virginia,Caroline,7147,6432
Virginia,Goochland,8384,4889
Virginia,Petersburg,1451,12021
Virginia,Carroll,10663,2559
Virginia,Fluvanna,7025,5760
Virginia,Dinwiddie,7447,5765
Virginia,Wythe,10046,2770
Virginia,Smyth,9750,2665
Virginia,Russell,9521,2330
Virginia,New Kent,8118,3546
Virginia,Salem,7226,4202
Virginia,King George,7341,4007
Virginia,Fairfax City,3702,7367
Virginia,Fredericksburg,3744,6707
Virginia,Staunton,5133,5333
Virginia,Rockbridge,6680,3508
Virginia,Page,7831,2514
Virginia,Winchester,4790,5164
Virginia,Scott,8247,1581
Virginia,Greene,5945,2924
Virginia,Lee,7543,1627
Virginia,Buchanan,7296,1721
Virginia,Waynesboro,4801,3764
Virginia,King William,5975,2760
Virginia,Prince Edward,4101,4591
Virginia,Hopewell,3885,4724
Virginia,Southampton,5035,3595
Virginia,Westmoreland,4448,3836
Virginia,Patrick,6454,1768
Virginia,Colonial Heights,5681,2367
Virginia,Nelson,4154,3689
Virginia,Clarke,4661,3051
Virginia,Giles,5910,1950
Virginia,Floyd,5293,2300
Virginia,Appomattox,5715,2023
Virginia,Falls Church,1324,5819
Virginia,Brunswick,3046,4481
Virginia,Williamsburg,1925,5206
Virginia,Northumberland,4302,2852
Virginia,Alleghany,4874,2166
Virginia,Buckingham,3950,3128
Virginia,Grayson,5592,1407
Virginia,Poquoson,5092,1601
Virginia,Amelia,4708,2128
Virginia,Bristol,4892,1835
Virginia,Madison,4419,2203
Virginia,Nottoway,3712,2829
Virginia,Lancaster,3523,2869
Virginia,Dickenson,4932,1335
Virginia,Northampton,2686,3255
Virginia,Radford,2638,2925
Virginia,Middlesex,3670,2108
Virginia,Martinsville,2149,3533
Virginia,Charlotte,3479,2155
Virginia,Lunenburg,3204,2227
Virginia,Essex,2657,2542
Virginia,Mathews,3517,1563
Virginia,Manassas Park,1733,3204
Virginia,Sussex,2055,2879
Virginia,Cumberland,2697,2036
Virginia,Rappahannock,2539,1747
Virginia,Greensville,1737,2558
Virginia,Surry,1819,2272
Virginia,Charles City,1476,2496
Virginia,Franklin City,1421,2519
Virginia,King and Queen,2099,1468
Virginia,Richmond,2213,1347
Virginia,Bland,2573,453
Virginia,Craig,2140,541
Virginia,Lexington,766,1514
Virginia,Buena Vista,1430,693
Virginia,Covington,1349,914
Virginia,Galax,1603,681
Virginia,Emporia,789,1530
Virginia,Bath,1548,603
Virginia,Norton,1021,383
Virginia,Highland,958,371
Washington,King,216339,718322
Washington,Pierce,146824,172538
Washington,Snohomish,128255,185227
Washington,Spokane,113435,93767
Washington,Clark,92441,92757
Washington,Thurston,48624,68798
Washington,Kitsap,49018,63156
Washington,Whatcom,40599,60340
Washington,Benton,47194,26360
Washington,Yakima,41735,31291
Washington,Skagit,24736,26690
Washington,Cowlitz,24185,17908
Washington,Island,18465,20960
Washington,Clallam,18794,17677
Washington,Lewis,21992,9654
Washington,Chelan,18114,13032
Washington,Grant,18518,7810
Washington,Grays Harbor,14067,12020
Washington,Mason,13677,11993
Washington,Walla Walla,13651,9694
Washington,Franklin,13206,8886
Washington,Stevens,15161,5767
Washington,Whitman,7403,8146
Washington,Kittitas,10100,7489
Washington,Jefferson,6037,12656
Washington,Okanogan,9610,6298
Washington,Douglas,9603,4918
Washington,Klickitat,5789,4194
Washington,San Juan,2688,7172
Washington,Asotin,5741,3134
Washington,Pacific,5360,4620
Washington,Pend Oreille,4373,1934
Washington,Lincoln,4108,1244
Washington,Adams,3083,1299
Washington,Skamania,2928,2232
Washington,Ferry,2202,1098
Washington,Garfield,851,279
Washington,Wahkiakum,1344,832
Washington,Columbia,1497,526
West Virginia,Kanawha,43850,28263
West Virginia,Berkeley,28244,12321
West Virginia,Monongalia,18432,14699
West Virginia,Wood,25434,8400
West Virginia,Cabell,19850,11447
West Virginia,Raleigh,22048,6443
West Virginia,Harrison,18750,7694
West Virginia,Putnam,17788,5884
West Virginia,Jefferson,13204,9518
West Virginia,Marion,14668,6964
West Virginia,Mercer,17404,4704
West Virginia,Ohio,11139,5493
West Virginia,Fayette,10357,4290
West Virginia,Wayne,11152,3357
West Virginia,Greenbrier,9556,3765
West Virginia,Marshall,9666,2918
West Virginia,Hancock,8909,3262
West Virginia,Preston,9538,2470
West Virginia,Logan,9897,2092
West Virginia,Jackson,9020,2663
West Virginia,Mineral,9070,2050
West Virginia,Randolph,7629,2735
West Virginia,Mason,7654,2081
West Virginia,Brooke,6625,2568
West Virginia,Nicholas,7251,1840
West Virginia,Mingo,7911,1370
West Virginia,Upshur,7005,1766
West Virginia,Boone,6504,1790
West Virginia,Hampshire,6692,1580
West Virginia,Wyoming,6547,1062
West Virginia,Morgan,5732,1573
West Virginia,Lincoln,5307,1459
West Virginia,Lewis,5274,1347
West Virginia,Taylor,4733,1491
West Virginia,Wetzel,4519,1359
West Virginia,McDowell,4629,1438
West Virginia,Barbour,4527,1222
West Virginia,Monroe,4443,1111
West Virginia,Hardy,4274,1155
West Virginia,Roane,3781,1222
West Virginia,Braxton,3537,1321
West Virginia,Grant,4346,512
West Virginia,Summers,3455,1190
West Virginia,Ritchie,3405,496
West Virginia,Tyler,2996,507
West Virginia,Pocahontas,2496,928
West Virginia,Tucker,2565,751
West Virginia,Pendleton,2398,729
West Virginia,Pleasants,2358,621
West Virginia,Webster,2302,556
West Virginia,Clay,2300,568
West Virginia,Doddridge,2358,362
West Virginia,Calhoun,2035,456
West Virginia,Gilmer,1896,545
West Virginia,Wirt,1911,386
Wisconsin,Milwaukee,126069,288822
Wisconsin,Dane,71275,217697
Wisconsin,Waukesha,142543,79224
Wisconsin,Brown,67210,53382
Wisconsin,Racine,46681,42641
Wisconsin,Outagamie,49879,38068
Wisconsin,Winnebago,43445,37047
Wisconsin,Washington,51740,20852
Wisconsin,Kenosha,36037,35799
Wisconsin,Rock,31493,39339
Wisconsin,Marathon,39014,26481
Wisconsin,La Crosse,26378,32406
Wisconsin,Sheboygan,32514,23000
Wisconsin,Eau Claire,23331,27340
Wisconsin,Ozaukee,30464,20170
Wisconsin,Fond du Lac,31022,17387
Wisconsin,Walworth,28863,18710
Wisconsin,St. Croix,26222,17482
Wisconsin,Jefferson,23417,16569
Wisconsin,Dodge,26635,13968
Wisconsin,Manitowoc,23244,14538
Wisconsin,Portage,17305,18529
Wisconsin,Wood,21498,14225
Wisconsin,Chippewa,17916,11887
Wisconsin,Sauk,14799,14690
Wisconsin,Columbia,14163,13528
Wisconsin,Calumet,15367,9642
Wisconsin,Waupaca,16209,8451
Wisconsin,Grant,12350,10051
Wisconsin,Polk,13810,7565
Wisconsin,Barron,13614,7889
Wisconsin,Douglas,9661,11357
Wisconsin,Dunn,11486,9034
Wisconsin,Oneida,12132,8109
Wisconsin,Pierce,11272,8399
Wisconsin,Marinette,13122,6409
Wisconsin,Oconto,13345,5940
Wisconsin,Shawano,12769,6068
Wisconsin,Monroe,11356,7052
Wisconsin,Green,8693,9122
Wisconsin,Door,8580,8014
Wisconsin,Lincoln,8401,5371
Wisconsin,Vernon,7004,6371
Wisconsin,Trempealeau,7366,5636
Wisconsin,Clark,8652,4221
Wisconsin,Vilas,8166,4770
Wisconsin,Iowa,4809,6669
Wisconsin,Waushara,7667,3791
Wisconsin,Juneau,7130,4073
Wisconsin,Kewaunee,6618,3627
Wisconsin,Langlade,6478,3250
Wisconsin,Adams,5966,3745
Wisconsin,Bayfield,4124,4953
Wisconsin,Taylor,6579,2393
Wisconsin,Green Lake,6216,2693
Wisconsin,Jackson,4906,3818
Wisconsin,Washburn,5436,3282
Wisconsin,Sawyer,5185,3503
Wisconsin,Burnett,5410,2949
Wisconsin,Richland,4013,3569
Wisconsin,Ashland,3303,4226
Wisconsin,Marquette,4709,2808
Wisconsin,Crawford,3836,3419
Wisconsin,Lafayette,3977,3288
Wisconsin,Price,4559,2667
Wisconsin,Rusk,4564,2171
Wisconsin,Buffalo,4048,2525
Wisconsin,Forest,2787,1579
Wisconsin,Pepin,2206,1344
Wisconsin,Iron,2081,1275
Wisconsin,Florence,1898,665
Wisconsin,Menominee,267,1002
Wyoming,Laramie,24847,11573
Wyoming,Natrona,23552,6577
Wyoming,Campbell,15778,1324
Wyoming,Sweetwater,12154,3231
Wyoming,Albany,7602,6890
Wyoming,Fremont,11167,4200
Wyoming,Park,11115,2535
Wyoming,Sheridan,10266,2927
Wyoming,Teton,3921,7314
Wyoming,Lincoln,6779,1105
Wyoming,Uinta,6154,1202
Wyoming,Converse,5520,668
Wyoming,Carbon,4409,1279
Wyoming,Goshen,4418,924
Wyoming,Big Horn,4067,604
Wyoming,Platte,3437,719
Wyoming,Johnson,3477,638
Wyoming,Sublette,3409,644
Wyoming,Crook,3348,273
Wyoming,Washakie,2911,532
Wyoming,Weston,3033,299
Wyoming,Hot Springs,1939,400
Wyoming,Niobrara,1116,115
