fips,county,state,trump,clinton
29097,Jasper,Missouri,35070,10572
29043,Christian,Missouri,30946,8508
29051,Cole,Missouri,24616,10913
29031,Cape Girardeau,Missouri,27017,8492
29021,Buchanan,Missouri,21320,12013
29145,Newton,Missouri,20553,4990
29113,Lincoln,Missouri,18159,5575
29187,St. Francois,Missouri,17468,6250
29213,Taney,Missouri,18276,4373
29029,Camden,Missouri,16944,4768
29101,Johnson,Missouri,13719,5930
29027,Callaway,Missouri,13057,4989
29161,Phelps,Missouri,12709,4766
29159,Pettis,Missouri,12810,4324
29091,Howell,Missouri,13893,2881
29201,Scott,Missouri,13168,3575
29023,Butler,Missouri,13650,3036
29169,Pulaski,Missouri,9876,2922
29109,Lawrence,Missouri,13089,2901
29225,Webster,Missouri,12840,3177
29209,Stone,Missouri,13158,2887
29105,LaClede,Missouri,12881,2553
29107,Lafayette,Missouri,10988,4053
29219,Warren,Missouri,11111,3915
29009,Barry,Missouri,11428,2710
29167,Polk,Missouri,10438,2631
29207,Stoddard,Missouri,11079,1876
29127,Marion,Missouri,9419,2994
29131,Miller,Missouri,9285,1750
29215,Texas,Missouri,8875,1728
29177,Ray,Missouri,7104,3090
29069,Dunklin,Missouri,8026,2360
29175,Randolph,Missouri,7529,2283
29049,Clinton,Missouri,7067,2572
29001,Adair,Missouri,6030,3500
29007,Audrain,Missouri,6981,2570
29055,Crawford,Missouri,7724,1824
29083,Henry,Missouri,7075,2357
29015,Benton,Missouri,7213,2025
29147,Nodaway,Missouri,6380,2529
29221,Washington,Missouri,7048,1926
29195,Saline,Missouri,5977,2789
29003,Andrew,Missouri,6665,2045
29141,Morgan,Missouri,6760,1768
29157,Perry,Missouri,6908,1520
29217,Vernon,Missouri,6533,1707
29186,Ste. Genevieve,Missouri,5496,2542
29119,McDonald,Missouri,6599,1329
29229,Wright,Missouri,6707,1170
29013,Bates,Missouri,6001,1618
29053,Cooper,Missouri,5624,1932
29121,Macon,Missouri,5798,1548
29059,Dallas,Missouri,5895,1272
29073,Gasconade,Missouri,5670,1520
29163,Pike,Missouri,5274,1806
29143,New Madrid,Missouri,5270,1933
29151,Osage,Missouri,5856,998
29135,Moniteau,Missouri,5347,1237
29065,Dent,Missouri,5600,978
29067,Douglas,Missouri,5486,984
29117,Livingston,Missouri,4879,1265
29039,Cedar,Missouri,5021,1011
29155,Pemiscot,Missouri,3964,1947
29011,Barton,Missouri,4959,795
29223,Wayne,Missouri,4658,948
29017,Bollinger,Missouri,4827,705
29115,Linn,Missouri,4088,1240
29181,Ripley,Missouri,4522,830
29139,Montgomery,Missouri,4127,1119
29123,Madison,Missouri,4102,1005
29173,Ralls,Missouri,3969,1138
29133,Mississippi,Missouri,3600,1458
29089,Howard,Missouri,3277,1283
29085,Hickory,Missouri,3542,1016
29149,Oregon,Missouri,3671,865
29185,St. Clair,Missouri,3501,936
29063,DeKalb,Missouri,3540,824
29153,Ozark,Missouri,3639,724
29125,Maries,Missouri,3561,794
29111,Lewis,Missouri,3344,934
29079,Grundy,Missouri,3462,780
29033,Carroll,Missouri,3480,745
29025,Caldwell,Missouri,3232,838
29093,Iron,Missouri,3173,933
29137,Monroe,Missouri,3159,853
29041,Chariton,Missouri,2950,888
29057,Dade,Missouri,3184,637
29203,Shannon,Missouri,2966,776
29061,Daviess,Missouri,2767,730
29081,Harrison,Missouri,2965,574
29045,Clark,Missouri,2458,724
29205,Shelby,Missouri,2524,606
29075,Gentry,Missouri,2304,605
29179,Reynolds,Missouri,2406,540
29035,Carter,Missouri,2324,436
29005,Atchison,Missouri,2060,541
29211,Sullivan,Missouri,1884,526
29087,Holt,Missouri,1926,347
29171,Putnam,Missouri,1936,353
29199,Scotland,Missouri,1525,365
29197,Schuyler,Missouri,1505,354
29103,Knox,Missouri,1416,379
29129,Mercer,Missouri,1486,216
29227,Worth,Missouri,808,195
30111,Yellowstone,Montana,40920,22171
30063,Missoula,Montana,22250,31543
30031,Gallatin,Montana,23802,24246
30029,Flathead,Montana,30240,13293
30049,Lewis and Clark,Montana,16895,14478
30013,Cascade,Montana,19632,12175
30081,Ravalli,Montana,14810,6223
30093,Silver Bow,Montana,6376,8619
30047,Lake,Montana,7530,4776
30067,Park,Montana,4980,3595
30053,Lincoln,Montana,6729,2041
30043,Jefferson,Montana,4177,1998
30041,Hill,Montana,3478,2371
30009,Carbon,Montana,3748,1828
30089,Sanders,Montana,4286,1218
30027,Fergus,Montana,4269,1202
30017,Custer,Montana,3657,1176
30035,Glacier,Montana,1620,3121
30095,Stillwater,Montana,3661,908
30083,Richland,Montana,3908,671
30001,Beaverhead,Montana,3353,1143
30057,Madison,Montana,3297,1180
30021,Dawson,Montana,3320,787
30003,Big Horn,Montana,1853,2094
30023,Deer Lodge,Montana,1763,2058
30105,Valley,Montana,2698,886
30085,Roosevelt,Montana,1797,1560
30087,Rosebud,Montana,2253,987
30099,Teton,Montana,2170,808
30007,Broadwater,Montana,2348,573
30077,Powell,Montana,2029,551
30073,Pondera,Montana,1799,738
30005,Blaine,Montana,1268,1202
30015,Chouteau,Montana,1679,732
30065,Musselshell,Montana,1967,332
30071,Phillips,Montana,1723,318
30097,Sweet Grass,Montana,1595,402
30101,Toole,Montana,1497,402
30061,Mineral,Montana,1330,519
30091,Sheridan,Montana,1241,477
30039,Granite,Montana,1192,472
30025,Fallon,Montana,1279,154
30045,Judith Basin,Montana,872,235
30055,McCone,Montana,862,154
30075,Powder River,Montana,884,127
30059,Meagher,Montana,729,193
30019,Daniels,Montana,730,168
30051,Liberty,Montana,698,206
30107,Wheatland,Montana,702,179
30011,Carter,Montana,678,70
30033,Garfield,Montana,653,34
30079,Prairie,Montana,556,100
30109,Wibaux,Montana,463,55
30037,Golden Valley,Montana,365,71
30103,Treasure,Montana,351,59
30069,Petroleum,Montana,278,30
31055,Douglas,Nebraska,108077,113798
31109,Lancaster,Nebraska,61588,61898
31153,Sarpy,Nebraska,45143,28033
31079,Hall,Nebraska,14408,6282
31019,Buffalo,Nebraska,14569,4763
31111,Lincoln,Nebraska,12164,2913
31053,Dodge,Nebraska,9933,4544
31141,Platte,Nebraska,10965,2646
31119,Madison,Nebraska,10628,2711
31157,Scotts Bluff,Nebraska,10076,3207
31001,Adams,Nebraska,9287,3302
31025,Cass,Nebraska,8452,3484
31155,Saunders,Nebraska,7555,2523
31177,Washington,Nebraska,7424,2623
31067,Gage,Nebraska,6380,2935
31047,Dawson,Nebraska,5984,2136
31159,Seward,Nebraska,5454,1875
31131,Otoe,Nebraska,4860,2025
31185,York,Nebraska,4700,1186
31043,Dakota,Nebraska,3616,2314
31041,Custer,Nebraska,4695,641
31145,Red Willow,Nebraska,4258,645
31151,Saline,Nebraska,3004,1733
31089,Holt,Nebraska,4354,531
31081,Hamilton,Nebraska,3783,878
31013,Box Butte,Nebraska,3617,965
31033,Cheyenne,Nebraska,3665,711
31137,Phelps,Nebraska,3849,572
31027,Cedar,Nebraska,3532,571
31107,Knox,Nebraska,3188,720
31039,Cuming,Nebraska,3122,719
31101,Keith,Nebraska,3235,571
31023,Butler,Nebraska,3079,691
31147,Richardson,Nebraska,2769,818
31121,Merrick,Nebraska,2926,602
31179,Wayne,Nebraska,2693,835
31045,Dawes,Nebraska,2632,801
31139,Pierce,Nebraska,3052,382
31021,Burt,Nebraska,2367,930
31095,Jefferson,Nebraska,2399,837
31099,Kearney,Nebraska,2531,550
31003,Antelope,Nebraska,2732,383
31037,Colfax,Nebraska,2171,859
31127,Nemaha,Nebraska,2116,785
31031,Cherry,Nebraska,2623,317
31035,Clay,Nebraska,2422,477
31093,Howard,Nebraska,2284,544
31059,Fillmore,Nebraska,2130,613
31011,Boone,Nebraska,2299,414
31167,Stanton,Nebraska,2187,417
31051,Dixon,Nebraska,2041,556
31169,Thayer,Nebraska,2051,499
31161,Sheridan,Nebraska,2211,287
31143,Polk,Nebraska,2028,413
31065,Furnas,Nebraska,1921,304
31123,Morrill,Nebraska,1802,284
31129,Nuckolls,Nebraska,1726,353
31175,Valley,Nebraska,1780,339
31097,Johnson,Nebraska,1355,563
31173,Thurston,Nebraska,1043,919
31029,Chase,Nebraska,1648,171
31083,Harlan,Nebraska,1496,254
31181,Webster,Nebraska,1330,306
31105,Kimball,Nebraska,1330,230
31061,Franklin,Nebraska,1347,250
31125,Nance,Nebraska,1261,281
31017,Brown,Nebraska,1385,153
31163,Sherman,Nebraska,1150,340
31087,Hitchcock,Nebraska,1232,161
31135,Perkins,Nebraska,1217,161
31063,Frontier,Nebraska,1110,161
31133,Pawnee,Nebraska,974,279
31077,Greeley,Nebraska,912,210
31015,Boyd,Nebraska,983,128
31069,Garden,Nebraska,869,153
31073,Gosper,Nebraska,794,166
31049,Deuel,Nebraska,809,120
31071,Garfield,Nebraska,821,121
31057,Dundy,Nebraska,823,89
31149,Rock,Nebraska,687,70
31165,Sioux,Nebraska,616,81
31103,Keya Paha,Nebraska,460,40
31085,Hayes,Nebraska,472,30
31183,Wheeler,Nebraska,377,62
31113,Logan,Nebraska,400,32
31091,Hooker,Nebraska,355,40
31075,Grant,Nebraska,367,20
31007,Banner,Nebraska,357,19
31171,Thomas,Nebraska,344,30
31115,Loup,Nebraska,323,48
31009,Blaine,Nebraska,276,30
31117,McPherson,Nebraska,257,14
31005,Arthur,Nebraska,244,17
32003,Clark,Nevada,320057,402227
32031,Washoe,Nevada,94758,97379
32005,Douglas,Nevada,17415,8454
32510,Carson City,Nevada,13125,9610
32019,Lyon,Nevada,16005,6146
32023,Nye,Nevada,13324,5094
32007,Elko,Nevada,13551,3401
32001,Churchill,Nevada,7830,2210
32013,Humboldt,Nevada,4521,1386
32033,White Pine,Nevada,2723,707
32029,Storey,Nevada,1616,752
32015,Lander,Nevada,1828,403
32017,Lincoln,Nevada,1671,285
32021,Mineral,Nevada,1179,637
32027,Pershing,Nevada,1403,430
32011,Eureka,Nevada,723,74
32009,Esmeralda,Nevada,329,65
33001,Belknap,New Hampshire,19315,13517
33003,Carroll,New Hampshire,14635,12987
33005,Cheshire,New Hampshire,16876,22064
33007,Coos,New Hampshire,7951,6558
33009,Grafton,New Hampshire,19010,28510
33011,Hillsborough,New Hampshire,100013,99589
33013,Merrimack,New Hampshire,37674,40198
33015,Rockingham,New Hampshire,90447,79994
33017,Strafford,New Hampshire,29072,34894
33019,Sullivan,New Hampshire,10796,10210
34003,Bergen,New Jersey,175529,231211
34023,Middlesex,New Jersey,122953,193044
34013,Essex,New Jersey,63176,240837
34025,Monmouth,New Jersey,166723,137181
34029,Ocean,New Jersey,179079,87150
34027,Morris,New Jersey,126071,115249
34017,Hudson,New Jersey,49043,163917
34007,Camden,New Jersey,72631,146717
34039,Union,New Jersey,68114,147414
34005,Burlington,New Jersey,89272,121725
34031,Passaic,New Jersey,72902,116759
34021,Mercer,New Jersey,46193,104775
34035,Somerset,New Jersey,65505,85689
34015,Gloucester,New Jersey,67544,66870
34001,Atlantic,New Jersey,52690,60924
34037,Sussex,New Jersey,46658,24212
34019,Hunterdon,New Jersey,38712,28898
34011,Cumberland,New Jersey,24453,27771
34041,Warren,New Jersey,29858,17281
34009,Cape May,New Jersey,28446,18750
34033,Salem,New Jersey,16381,11904
35001,Bernalillo,New Mexico,94698,143417
35049,Santa Fe,New Mexico,14332,50793
35013,Dona Ana,New Mexico,25374,37947
35043,Sandoval,New Mexico,25905,27707
35045,San Juan,New Mexico,27946,12865
35061,Valencia,New Mexico,13215,10841
35031,McKinley,New Mexico,5104,13576
35005,Chaves,New Mexico,12872,5534
35035,Otero,New Mexico,11887,6124
35015,Eddy,New Mexico,13147,5033
35025,Lea,New Mexico,12495,3930
35055,Taos,New Mexico,2727,10668
35039,Rio Arriba,New Mexico,3599,9592
35009,Curry,New Mexico,9035,3121
35017,Grant,New Mexico,5288,6276
35028,Los Alamos,New Mexico,3359,5562
35047,San Miguel,New Mexico,2313,7285
35027,Lincoln,New Mexico,5896,2331
35006,Cibola,New Mexico,3195,3741
35029,Luna,New Mexico,3478,3195
35053,Socorro,New Mexico,2616,3313
35057,Torrance,New Mexico,3714,1785
35041,Roosevelt,New Mexico,3884,1454
35007,Colfax,New Mexico,2585,2129
35051,Sierra,New Mexico,3010,1612
35037,Quay,New Mexico,2212,1017
35033,Mora,New Mexico,665,1536
35003,Catron,New Mexico,1464,427
35023,Hidalgo,New Mexico,910,784
35019,Guadalupe,New Mexico,595,970
35059,Union,New Mexico,1216,320
35011,De Baca,New Mexico,620,193
35021,Harding,New Mexico,311,156
36047,Kings,New York,141044,640553
36081,Queens,New York,149341,517220
36103,Suffolk,New York,350570,303951
36061,New York,New York,64929,579013
36059,Nassau,New York,292025,332154
36029,Erie,New York,188303,215456
36119,Westchester,New York,131238,272926
36005,Bronx,New York,37797,353646
36055,Monroe,New York,136582,188592
36067,Onondaga,New York,83649,112337
36085,Richmond,New York,101437,74143
36071,Orange,New York,76645,68278
36001,Albany,New York,47810,83077
36087,Rockland,New York,60911,69342
36027,Dutchess,New York,61797,62261
36091,Saratoga,New York,54575,50913
36063,Niagara,New York,51961,35559
36065,Oneida,New York,51437,33743
36007,Broome,New York,40943,39212
36111,Ulster,New York,35239,44597
36083,Rensselaer,New York,33726,32717
36093,Schenectady,New York,28953,33747
36013,Chautauqua,New York,31594,19091
36069,Ontario,New York,26029,22233
36079,Putnam,New York,27024,19366
36075,Oswego,New York,27688,17095
36109,Tompkins,New York,10371,28890
36101,Steuben,New York,26831,12526
36117,Wayne,New York,23380,13473
36089,St. Lawrence,New York,19942,16488
36045,Jefferson,New York,21763,13809
36015,Chemung,New York,20097,13757
36011,Cayuga,New York,17384,13522
36019,Clinton,New York,14449,15059
36113,Warren,New York,15751,13091
36009,Cattaraugus,New York,19692,9497
36021,Columbia,New York,13756,15284
36053,Madison,New York,15936,11667
36051,Livingston,New York,17290,10697
36105,Sullivan,New York,15931,12568
36037,Genesee,New York,16915,7650
36043,Herkimer,New York,16699,8083
36077,Otsego,New York,13308,10451
36115,Washington,New York,13610,9098
36107,Tioga,New York,13260,7526
36039,Greene,New York,13073,7405
36035,Fulton,New York,13462,6496
36023,Cortland,New York,9900,8771
36017,Chenango,New York,11921,6775
36025,Delaware,New York,11942,6627
36057,Montgomery,New York,11301,6595
36003,Allegany,New York,12525,4882
36121,Wyoming,New York,12442,3904
36031,Essex,New York,7958,7762
36033,Franklin,New York,8221,7297
36073,Orleans,New York,10936,4470
36095,Schoharie,New York,8831,4240
36099,Seneca,New York,7236,5697
36049,Lewis,New York,7400,3146
36123,Yates,New York,5660,3659
36097,Schuyler,New York,5050,3091
36041,Hamilton,New York,2064,949
37183,Wake,North Carolina,196082,302736
37119,Mecklenburg,North Carolina,155518,294562
37081,Guilford,North Carolina,98062,149248
37067,Forsyth,North Carolina,75975,94464
37063,Durham,North Carolina,28350,121250
37021,Buncombe,North Carolina,55716,75452
37051,Cumberland,North Carolina,51265,71605
37129,New Hanover,North Carolina,55344,50979
37179,Union,North Carolina,66707,34337
37071,Gaston,North Carolina,61798,31177
37025,Cabarrus,North Carolina,53819,35521
37101,Johnston,North Carolina,54372,28362
37097,Iredell,North Carolina,54754,24734
37135,Orange,North Carolina,18557,59923
37147,Pitt,North Carolina,35691,41824
37057,Davidson,North Carolina,54317,18109
37035,Catawba,North Carolina,48324,21216
37001,Alamance,North Carolina,38815,29833
37019,Brunswick,North Carolina,42720,23282
37151,Randolph,North Carolina,49430,13194
37159,Rowan,North Carolina,42810,19400
37089,Henderson,North Carolina,35809,19827
37133,Onslow,North Carolina,37122,17514
37191,Wayne,North Carolina,27540,21770
37125,Moore,North Carolina,30490,16329
37127,Nash,North Carolina,23319,23235
37049,Craven,North Carolina,27731,17630
37085,Harnett,North Carolina,27614,16737
37045,Cleveland,North Carolina,28479,14964
37157,Rockingham,North Carolina,26830,14228
37155,Robeson,North Carolina,20762,19016
37109,Lincoln,North Carolina,28806,9897
37037,Chatham,North Carolina,17105,21065
37023,Burke,North Carolina,26238,11251
37195,Wilson,North Carolina,17531,19663
37031,Carteret,North Carolina,26569,9939
37027,Caldwell,North Carolina,26621,8425
37171,Surry,North Carolina,23671,7488
37193,Wilkes,North Carolina,23752,6638
37087,Haywood,North Carolina,18929,10473
37069,Franklin,North Carolina,16368,12874
37161,Rutherford,North Carolina,21871,7512
37189,Watauga,North Carolina,13697,14138
37167,Stanly,North Carolina,21964,7094
37141,Pender,North Carolina,17639,9354
37077,Granville,North Carolina,13591,12909
37107,Lenoir,North Carolina,13613,12634
37163,Sampson,North Carolina,14838,10547
37083,Halifax,North Carolina,9031,15748
37105,Lee,North Carolina,13712,10469
37065,Edgecombe,North Carolina,8261,16224
37013,Beaufort,North Carolina,14543,8764
37047,Columbus,North Carolina,14272,9063
37169,Stokes,North Carolina,17116,4665
37059,Davie,North Carolina,15602,5270
37061,Duplin,North Carolina,12217,8283
37181,Vance,North Carolina,7332,12229
37111,McDowell,North Carolina,14568,4667
37145,Person,North Carolina,11185,7833
37055,Dare,North Carolina,11460,7222
37153,Richmond,North Carolina,10383,8501
37099,Jackson,North Carolina,9870,7713
37003,Alexander,North Carolina,13893,3767
37093,Hoke,North Carolina,7760,9726
37175,Transylvania,North Carolina,10520,6558
37113,Macon,North Carolina,12127,4876
37197,Yadkin,North Carolina,13880,3160
37139,Pasquotank,North Carolina,8180,8615
37017,Bladen,North Carolina,8550,7058
37039,Cherokee,North Carolina,10844,2860
37165,Scotland,North Carolina,6256,7319
37009,Ashe,North Carolina,9412,3500
37053,Currituck,North Carolina,9163,2913
37117,Martin,North Carolina,5897,5846
37123,Montgomery,North Carolina,7130,4150
37115,Madison,North Carolina,6783,3926
37033,Caswell,North Carolina,6026,4792
37149,Polk,North Carolina,6768,3735
37007,Anson,North Carolina,4506,5859
37091,Hertford,North Carolina,3099,6910
37199,Yancey,North Carolina,6385,3196
37131,Northampton,North Carolina,3582,6144
37185,Warren,North Carolina,3214,6413
37015,Bertie,North Carolina,3456,5778
37011,Avery,North Carolina,6298,1689
37121,Mitchell,North Carolina,6282,1596
37079,Greene,North Carolina,4374,3605
37041,Chowan,North Carolina,4014,2992
37137,Pamlico,North Carolina,4258,2448
37143,Perquimans,North Carolina,4177,2319
37187,Washington,North Carolina,2564,3510
37173,Swain,North Carolina,3565,2196
37043,Clay,North Carolina,4437,1367
37073,Gates,North Carolina,2874,2385
37005,Alleghany,North Carolina,3814,1306
37103,Jones,North Carolina,2974,2065
37029,Camden,North Carolina,3546,1274
37075,Graham,North Carolina,3283,768
37095,Hyde,North Carolina,1288,965
37177,Tyrrell,North Carolina,975,720
38017,Cass,North Dakota,39816,31361
38015,Burleigh,North Dakota,32532,10881
38035,Grand Forks,North Dakota,16340,10851
38101,Ward,North Dakota,18636,5806
38059,Morton,North Dakota,11336,3080
38105,Williams,North Dakota,10069,1735
38089,Stark,North Dakota,9755,1753
38093,Stutsman,North Dakota,6718,2498
38077,Richland,North Dakota,4767,2064
38003,Barnes,North Dakota,3160,1597
38055,McLean,North Dakota,3860,1081
38071,Ramsey,North Dakota,3217,1505
38057,Mercer,North Dakota,3759,621
38053,McKenzie,North Dakota,3670,698
38099,Walsh,North Dakota,2995,1167
38061,Mountrail,North Dakota,2582,1220
38097,Traill,North Dakota,2265,1241
38079,Rolette,North Dakota,1217,2099
38009,Bottineau,North Dakota,2494,736
38067,Pembina,North Dakota,2208,681
38049,McHenry,North Dakota,2050,490
38021,Dickey,North Dakota,1667,554
38103,Wells,North Dakota,1796,419
38073,Ransom,North Dakota,1210,838
38025,Dunn,North Dakota,1771,358
38045,LaMoure,North Dakota,1481,502
38069,Pierce,North Dakota,1437,431
38005,Benson,North Dakota,929,842
38019,Cavalier,North Dakota,1357,476
38081,Sargent,North Dakota,1088,694
38029,Emmons,North Dakota,1677,215
38011,Bowman,North Dakota,1446,227
38031,Foster,North Dakota,1241,347
38063,Nelson,North Dakota,1025,536
38051,McIntosh,North Dakota,1100,235
38037,Grant,North Dakota,1108,185
38043,Kidder,North Dakota,1111,179
38041,Hettinger,North Dakota,1050,168
38075,Renville,North Dakota,993,201
38039,Griggs,North Dakota,847,298
38085,Sioux,North Dakota,260,758
38027,Eddy,North Dakota,791,355
38023,Divide,North Dakota,867,245
38001,Adams,North Dakota,909,216
38095,Towner,North Dakota,733,305
38047,Logan,North Dakota,888,114
38013,Burke,North Dakota,895,119
38065,Oliver,North Dakota,830,119
38091,Steele,North Dakota,538,361
38033,Golden Valley,North Dakota,796,99
38083,Sheridan,North Dakota,650,95
38007,Billings,North Dakota,495,59
38087,Slope,North Dakota,362,43
39035,Cuyahoga,Ohio,184211,398271
39049,Franklin,Ohio,199331,351198
39061,Hamilton,Ohio,173665,215719
39153,Summit,Ohio,112026,134256
39113,Montgomery,Ohio,123909,122016
39095,Lucas,Ohio,75698,110833
39151,Stark,Ohio,98388,68146
39017,Butler,Ohio,106976,58642
39093,Lorain,Ohio,66818,66949
39165,Warren,Ohio,77643,33730
39085,Lake,Ohio,64255,46397
39099,Mahoning,Ohio,53616,57381
39041,Delaware,Ohio,57568,40872
39025,Clermont,Ohio,67518,26715
39155,Trumbull,Ohio,49024,43014
39103,Medina,Ohio,54810,32182
39089,Licking,Ohio,51241,27376
39057,Greene,Ohio,48540,28943
39133,Portage,Ohio,39971,32397
39045,Fairfield,Ohio,44314,24881
39173,Wood,Ohio,32498,27318
39023,Clark,Ohio,35205,23328
39139,Richland,Ohio,36590,16085
39109,Miami,Ohio,37079,13120
39055,Geauga,Ohio,30227,17569
39169,Wayne,Ohio,32270,15031
39029,Columbiana,Ohio,31676,12432
39003,Allen,Ohio,30487,13294
39157,Tuscarawas,Ohio,26918,12188
39007,Ashtabula,Ohio,23318,15577
39043,Erie,Ohio,19648,16057
39119,Muskingum,Ohio,24056,11123
39063,Hancock,Ohio,24183,9609
39081,Jefferson,Ohio,21117,9675
39013,Belmont,Ohio,21108,8785
39145,Scioto,Ohio,20550,9132
39141,Ross,Ohio,18652,10356
39167,Washington,Ohio,20514,8026
39009,Athens,Ohio,11354,16370
39083,Knox,Ohio,19131,8171
39143,Sandusky,Ohio,16316,9929
39159,Union,Ohio,18096,7718
39087,Lawrence,Ohio,18689,6974
39101,Marion,Ohio,16961,7928
39037,Darke,Ohio,20012,4470
39077,Huron,Ohio,16226,7192
39129,Pickaway,Ohio,17076,6529
39005,Ashland,Ohio,17493,5740
39147,Seneca,Ohio,14825,7404
39149,Shelby,Ohio,18590,4243
39011,Auglaize,Ohio,18658,3980
39123,Ottawa,Ohio,12653,8285
39107,Mercer,Ohio,17506,3384
39091,Logan,Ohio,15957,4647
39051,Fulton,Ohio,13709,6069
39135,Preble,Ohio,15446,4325
39015,Brown,Ohio,14573,4353
39033,Crawford,Ohio,13611,4625
39137,Putnam,Ohio,14961,2922
39027,Clinton,Ohio,13838,4066
39071,Highland,Ohio,14020,3773
39039,Defiance,Ohio,11688,5368
39021,Champaign,Ohio,12631,4594
39097,Madison,Ohio,11631,4779
39171,Williams,Ohio,11939,4358
39117,Morrow,Ohio,11948,3761
39059,Guernsey,Ohio,11445,4359
39031,Coshocton,Ohio,10785,4013
39127,Perry,Ohio,10228,4138
39069,Henry,Ohio,9301,3756
39079,Jackson,Ohio,9949,3226
39161,Van Wert,Ohio,10469,2697
39019,Carroll,Ohio,9254,3154
39053,Gallia,Ohio,9822,2628
39073,Hocking,Ohio,8497,3775
39065,Hardin,Ohio,8717,2920
39131,Pike,Ohio,7902,3539
39001,Adams,Ohio,8659,2326
39047,Fayette,Ohio,7995,2739
39075,Holmes,Ohio,8720,1788
39175,Wyandot,Ohio,7468,2515
39105,Meigs,Ohio,7309,2260
39125,Paulding,Ohio,6500,2093
39067,Harrison,Ohio,5098,1688
39111,Monroe,Ohio,4868,1662
39115,Morgan,Ohio,4431,1736
39121,Noble,Ohio,4549,1221
39163,Vinton,Ohio,3883,1351
40109,Oklahoma,Oklahoma,141569,112813
40143,Tulsa,Oklahoma,144258,87847
40027,Cleveland,Oklahoma,62538,38829
40017,Canadian,Oklahoma,39986,11674
40131,Rogers,Oklahoma,30913,7902
40031,Comanche,Oklahoma,19183,11463
40145,Wagoner,Oklahoma,23005,6723
40037,Creek,Oklahoma,21575,5841
40119,Payne,Oklahoma,16651,8788
40125,Pottawatomie,Oklahoma,17848,6015
40101,Muskogee,Oklahoma,15043,7977
40051,Grady,Oklahoma,17316,3882
40147,Washington,Oklahoma,15825,5048
40047,Garfield,Oklahoma,16009,4397
40083,Logan,Oklahoma,13633,4248
40113,Osage,Oklahoma,12577,5597
40019,Carter,Oklahoma,13752,4002
40137,Stephens,Oklahoma,14182,3086
40121,Pittsburg,Oklahoma,12753,3711
40079,Le Flore,Oklahoma,13362,3250
40087,McClain,Oklahoma,13169,2894
40071,Kay,Oklahoma,12172,3738
40021,Cherokee,Oklahoma,9994,5456
40097,Mayes,Oklahoma,11555,3423
40041,Delaware,Oklahoma,11826,3311
40123,Pontotoc,Oklahoma,10431,3637
40135,Sequoyah,Oklahoma,10888,3061
40081,Lincoln,Oklahoma,10854,2430
40111,Okmulgee,Oklahoma,8944,4385
40013,Bryan,Oklahoma,10478,2804
40089,McCurtain,Oklahoma,8656,1802
40115,Ottawa,Oklahoma,7631,2584
40049,Garvin,Oklahoma,8253,1855
40039,Custer,Oklahoma,7826,2104
40015,Caddo,Oklahoma,6482,2420
40133,Seminole,Oklahoma,5613,2071
40091,McIntosh,Oklahoma,5505,2123
40065,Jackson,Oklahoma,5969,1473
40153,Woodward,Oklahoma,6347,873
40009,Beckham,Oklahoma,6308,960
40001,Adair,Oklahoma,4787,1382
40117,Pawnee,Oklahoma,4729,1344
40073,Kingfisher,Oklahoma,5156,786
40035,Craig,Oklahoma,4283,1252
40139,Texas,Oklahoma,4621,858
40099,Murray,Oklahoma,4175,1087
40095,Marshall,Oklahoma,4206,1096
40023,Choctaw,Oklahoma,4206,1067
40005,Atoka,Oklahoma,4084,795
40103,Noble,Oklahoma,3715,901
40061,Haskell,Oklahoma,3701,882
40149,Washita,Oklahoma,3854,588
40063,Hughes,Oklahoma,3388,961
40127,Pushmataha,Oklahoma,3581,748
40105,Nowata,Oklahoma,3321,742
40077,Latimer,Oklahoma,3100,797
40069,Johnston,Oklahoma,3093,786
40107,Okfuskee,Oklahoma,2800,943
40011,Blaine,Oklahoma,2884,711
40085,Love,Oklahoma,2922,735
40151,Woods,Oklahoma,2947,522
40075,Kiowa,Oklahoma,2596,767
40093,Major,Oklahoma,2948,310
40141,Tillman,Oklahoma,1944,657
40033,Cotton,Oklahoma,2054,424
40029,Coal,Oklahoma,1898,411
40067,Jefferson,Oklahoma,1910,365
40003,Alfalfa,Oklahoma,1933,216
40043,Dewey,Oklahoma,1965,222
40007,Beaver,Oklahoma,1993,176
40053,Grant,Oklahoma,1827,288
40055,Greer,Oklahoma,1482,323
40045,Ellis,Oklahoma,1611,155
40129,Roger Mills,Oklahoma,1547,151
40059,Harper,Oklahoma,1318,134
40025,Cimarron,Oklahoma,963,71
40057,Harmon,Oklahoma,715,225
41051,Multnomah,Oregon,67954,292561
41067,Washington,Oregon,83197,153251
41005,Clackamas,Oregon,88392,102095
41039,Lane,Oregon,67141,102753
41047,Marion,Oregon,63377,57788
41029,Jackson,Oregon,53870,44447
41017,Deschutes,Oregon,45692,42444
41043,Linn,Oregon,33488,17995
41019,Douglas,Oregon,34582,14096
41003,Benton,Oregon,13445,29193
41071,Yamhill,Oregon,23250,19301
41033,Josephine,Oregon,26923,13453
41053,Polk,Oregon,18940,16420
41011,Coos,Oregon,17865,10448
41035,Klamath,Oregon,20435,7210
41059,Umatilla,Oregon,17059,7673
41009,Columbia,Oregon,13217,10167
41041,Lincoln,Oregon,10039,12501
41007,Clatsop,Oregon,8138,9252
41057,Tillamook,Oregon,6538,5768
